 27;0.07965747
 35;0.07920792
 43;0.07874016
 51;0.07827789
 59;0.07767011
 67;0.07729468
 76;0.07684918
 76;0.07684918
 84;0.07640003
 93;0.07590133
102;0.07547170
110;0.07495870
119;0.07448017
131;0.07380074
141;0.07337411
153;0.07270348
166;0.07194596
174;0.07154977
183;0.07111111
189;0.07092199
191;0.07092504
203;0.07039633
209;0.06993007
219;0.06997498
227;0.06938422
241;0.06878762
244;0.06865218251;0.07338969
